rcid,year,n_postings
23006330,2024,12
23006330,2025,8
23006550,2023,1
23006550,2024,2
23006550,2025,10
23006550,2026,3
23006632,2023,1
23008499,2023,2
23012432,2021,1
23012493,2022,2
23012493,2023,2
23012493,2024,8
23013171,2024,1
23013171,2025,2
23013200,2024,2
23013713,2023,4
23013713,2024,4
23022688,2025,1
23023387,2025,1
23023523,2021,3
23023523,2022,2
23023523,2023,2
23023523,2024,4
23023523,2025,16
23023523,2026,5
23024253,2023,3
23024264,2022,1
23024264,2024,1
23024264,2025,1
23029851,2024,5
23029978,2024,1
23029978,2025,1
23030025,2025,1
23031917,2024,1
23031917,2025,13
23034251,2023,1
23036836,2023,8
23036836,2024,3
23036836,2025,4
23038183,2024,1
23041065,2023,1
23041065,2024,1
23041564,2021,1
23043108,2023,5
23043108,2024,3
23043108,2025,1
23043109,2025,1
23043109,2026,2
23044103,2023,1
23044103,2024,2
23044103,2025,5
23044103,2026,3
23052559,2025,2
23055288,2022,1
23055753,2025,1
23055898,2023,7
23055898,2024,2
23055898,2025,8
23058122,2021,2
23058122,2022,9
23058122,2023,16
23058122,2024,1
23058122,2025,5
23058122,2026,2
23060936,2025,6
23060936,2026,1
23063013,2024,2
23063485,2025,1
23063485,2026,2
23064688,2023,3
23064688,2025,5
23069919,2025,1
23074286,2024,1
23077071,2025,1
23079259,2023,1
23081007,2025,2
23087181,2023,10
23087181,2024,1
23088605,2021,3
23088605,2022,8
23088605,2023,2
23088605,2025,1
23089452,2023,2
23089452,2024,1
23091574,2024,3
23101836,2023,2
23101836,2024,5
23104316,2022,1
23104316,2023,2
23106311,2022,14
23106311,2023,4
23106311,2024,9
23106311,2025,2
23110713,2022,2
23110713,2023,6
23110713,2024,2
23117746,2025,1
23119762,2025,1
23120435,2024,2
23120952,2022,1
23120952,2023,2
23120952,2024,7
23121630,2024,3
23121744,2025,1
23121744,2026,1
23121982,2023,1
23123293,2025,1
23124289,2024,5
23124682,2022,1
23124682,2023,6
23124682,2024,7
23134738,2023,4
23134738,2024,9
23134738,2025,1
23136586,2022,3
23136586,2024,4
23136586,2025,1
23138879,2023,1
23141322,2025,1
23149115,2024,3
23149115,2026,1
23153956,2023,5
23153956,2024,4
23157070,2022,1
23157070,2023,5
23157070,2024,2
23157070,2025,2
23157070,2026,2
23158474,2022,1
23158474,2023,1
23158474,2024,3
23158474,2026,4
23160149,2023,1
23160149,2024,4
23160149,2025,4
23160364,2023,6
23160364,2024,5
23160364,2025,2
23160364,2026,1
23169319,2025,1
23169969,2021,7
23169969,2022,44
23169969,2023,81
23169969,2024,72
23169969,2025,108
23169969,2026,16
23174578,2023,7
23174578,2024,4
23174578,2025,1
23182541,2025,6
23183268,2023,2
23183378,2023,55
23183378,2024,90
23183378,2025,86
23183378,2026,4
23184704,2023,2
23184704,2024,3
23187599,2022,3
23187599,2023,8
23187599,2024,1
23187599,2025,4
23187599,2026,2
23188772,2022,1
23188772,2023,1
23194910,2024,6
23194910,2025,2
23195187,2025,7
23195364,2025,2
23199063,2021,2
23201985,2025,1
23202025,2022,1
23202025,2024,5
23202025,2025,4
23202025,2026,1
23208159,2023,1
23208800,2024,1
23208800,2025,1
23218001,2021,1
23221800,2021,1
23223286,2022,1
23223286,2023,3
23223286,2024,3
23223286,2025,1
23227656,2023,11
23227656,2024,4
23233829,2023,6
23233829,2024,2
23236331,2023,1
23236952,2022,1
23236952,2024,7
23236952,2025,4
23237527,2022,1
23237527,2023,5
23237527,2025,4
23239748,2025,1
23240183,2023,2
23241522,2025,4
23243477,2022,2
23243477,2023,14
23243477,2024,5
23243477,2025,1
23248549,2021,2
23248549,2022,3
23248549,2023,1
23252207,2023,6
23252207,2024,1
23252207,2025,3
23262423,2022,1
23262423,2023,1
23263703,2024,1
23265264,2025,4
23267864,2023,6
23274118,2020,2
23274118,2021,13
23274118,2022,20
23274118,2023,39
23274118,2024,34
23274118,2025,84
23274118,2026,48
23275084,2024,1
23278123,2023,2
23285217,2019,2
23285217,2021,3
23285217,2022,7
23285217,2023,5
23285217,2024,4
23285217,2025,1
23288663,2025,2
23288702,2021,13
23288702,2022,8
23288702,2023,118
23288702,2024,11
23288702,2025,45
23288702,2026,5
23289027,2025,1
23291032,2023,3
23291129,2024,3
23291129,2025,2
23291129,2026,1
23292026,2024,1
23292026,2025,1
23299191,2023,1
23302428,2022,2
23303924,2025,1
23305392,2022,1
23305392,2025,1
23305900,2023,3
23308602,2024,1
23310179,2022,2
23313553,2022,1
23314041,2025,1
23316892,2023,1
23317477,2024,5
23322078,2024,1
23322286,2024,1
23324261,2024,1
23325925,2023,1
23325925,2024,2
23326807,2023,1
23334932,2024,1
23334932,2025,5
23340482,2023,3
23340482,2024,10
23340482,2025,15
23340482,2026,2
23340995,2024,2
23342446,2021,1
23350727,2023,1
23350727,2024,2
23350727,2025,1
23356844,2025,1
23357557,2022,1
23357747,2023,2
23358026,2023,2
23358026,2024,2
23358391,2024,1
23359318,2023,1
23359318,2025,2
23360784,2024,1
23360784,2026,1
23365709,2022,3
23365709,2023,4
23365709,2025,2
23368383,2023,1
23368383,2024,1
23368383,2025,1
23368812,2020,1
23368812,2021,2
23368812,2022,2
23368812,2023,4
23369065,2023,10
23369065,2024,6
23369065,2025,4
23371162,2022,1
23373924,2022,1
23373924,2024,20
23373924,2025,2
23381332,2020,2
23381332,2021,6
23381332,2022,4
23381332,2023,2
23381332,2024,2
23383842,2023,3
23384441,2021,3
23384441,2022,1
23384441,2024,1
23384441,2025,3
23386996,2025,6
23389602,2025,4
23399317,2022,1
23399317,2023,2
23399317,2024,1
23399476,2022,1
23399476,2023,9
23399476,2024,29
23399476,2025,29
23399476,2026,3
23402349,2022,1
23404256,2023,1
23405503,2024,1
23406126,2021,10
23406126,2022,39
23406126,2023,76
23406126,2024,20
23406126,2025,25
23406126,2026,2
23406733,2023,7
23406733,2024,10
23406733,2025,30
23406733,2026,5
23414777,2021,1
23414777,2022,1
23414777,2023,1
23417048,2025,1
23417923,2025,1
23418027,2024,1
23418027,2025,10
23418027,2026,3
23421715,2025,1
23425344,2023,1
23428981,2022,3
23428981,2023,1
23428981,2024,13
23428981,2025,11
23428981,2026,1
23433205,2022,4
23433205,2023,1
23440393,2024,2
23440393,2025,1
23440393,2026,1
23440771,2022,2
23440771,2023,4
23440771,2024,20
23440771,2025,4
23440771,2026,1
23441126,2024,1
23441126,2026,2
23444938,2023,1
23449121,2023,6
23453910,2020,15
23453910,2021,80
23453910,2022,178
23453910,2023,171
23453910,2024,210
23453910,2025,248
23453910,2026,38
23454047,2020,2
23454047,2021,25
23454047,2022,80
23454047,2023,110
23454047,2024,51
23454047,2025,147
23454047,2026,13
23454058,2022,1
23454058,2023,128
23454058,2024,118
23454058,2025,100
23454058,2026,9
23454736,2023,2
23454736,2024,3
23454736,2025,4
23455004,2023,1
23455051,2025,2
23455253,2025,1
23456285,2025,1
23457039,2023,1
23457039,2024,18
23457039,2025,20
23457178,2021,2
23457178,2022,1
23457178,2023,2
23457178,2024,3
23457546,2021,1
23458057,2023,4
23458057,2024,10
23458057,2025,25
23458057,2026,4
23462827,2023,1
23463072,2021,2
23463383,2024,1
23463383,2025,2
23463383,2026,1
23464080,2021,4
23464080,2022,7
23464080,2023,14
23464080,2024,10
23464080,2025,7
23464080,2026,2
23464461,2022,2
23464461,2025,2
23465413,2022,1
23468100,2021,2
23469439,2026,2
23470886,2025,1
23472757,2024,10
23472757,2025,43
23472757,2026,4
23472868,2020,1
23472868,2021,1
23472868,2023,5
23472868,2024,20
23472868,2025,85
23472868,2026,9
23473255,2025,7
23474102,2022,4
23474102,2023,13
23474102,2024,2
23474145,2025,11
23474145,2026,2
23474166,2024,2
23474548,2023,1
23475042,2024,1
23475448,2022,1
23475703,2022,1
23476372,2022,1
23478446,2023,3
23479225,2023,14
23479684,2021,1
23479684,2022,7
23479684,2023,17
23479684,2024,5
23479684,2025,13
23479684,2026,3
23479834,2024,4
23479834,2025,1
23479834,2026,1
23480534,2023,1
23482299,2025,1
23484115,2023,2
23484141,2022,5
23484141,2023,3
23484141,2024,1
23484141,2025,2
23489372,2022,2
23489372,2023,5
23489372,2024,2
23489569,2024,1
23489569,2025,1
23492189,2023,1
23492189,2024,3
23492189,2025,12
23493436,2022,1
23493436,2023,2
23493436,2025,1
23493522,2022,2
23493522,2023,8
23493522,2024,6
23496439,2023,2
23496439,2025,3
23496439,2026,3
23496755,2022,2
23496755,2024,1
23496755,2025,2
23496845,2023,21
23496845,2025,2
23500290,2023,1
23505075,2024,1
23506781,2023,1
23509840,2024,1
23509840,2025,19
23512581,2023,5
23512581,2024,8
23512581,2025,5
23512581,2026,1
23513614,2020,1
23513617,2023,3
23513617,2024,2
23513617,2025,2
23513617,2026,1
23513618,2020,6
23513618,2021,9
23513618,2022,10
23513618,2023,3
23513618,2024,7
23513618,2025,8
23513618,2026,2
23514367,2023,3
23514367,2024,9
23514367,2025,21
23514367,2026,1
23515329,2020,1
23515329,2021,2
23515329,2022,6
23515329,2023,32
23515329,2024,109
23515329,2025,190
23515329,2026,34
23516115,2021,2
23520417,2023,1
23520668,2026,1
23526215,2024,1
23526215,2025,2
23533350,2021,1
23533350,2022,2
23542250,2022,1
23544446,2024,1
23551168,2024,2
23551872,2024,2
23551872,2025,32
23551872,2026,43
23558137,2023,3
23558137,2024,2
23558137,2025,2
23558137,2026,1
23559177,2022,1
23559817,2023,4
23559817,2024,1
23560172,2022,1
23560172,2024,3
23560172,2025,4
23560446,2024,1
23560446,2025,3
23563905,2024,1
23569621,2022,1
23570273,2023,5
23570273,2024,1
23571843,2022,1
23574638,2025,1
23574894,2023,3
23574894,2024,1
23574894,2025,1
23576033,2023,1
23577444,2025,4
23579753,2022,1
23579753,2024,3
23579894,2022,1
23579894,2024,2
23579894,2025,1
23582005,2022,2
23583285,2022,2
23583285,2023,5
23584924,2023,3
23584924,2024,3
23584924,2025,1
23592978,2023,1
23592978,2025,2
23596112,2022,1
23596112,2024,2
23596112,2025,1
23596307,2021,1
23596307,2022,3
23596307,2023,5
23596307,2024,1
23596307,2025,1
23596307,2026,1
23596367,2024,8
23596367,2025,4
23597395,2023,1
23597395,2024,1
23597395,2025,1
23597805,2022,1
23597805,2023,3
23597805,2024,1
23599182,2024,1
23599296,2025,4
23599373,2023,12
23599373,2024,9
23599373,2025,4
23599373,2026,1
23599468,2025,1
23599491,2023,1
23599491,2024,3
23599496,2022,1
23599496,2023,21
23599496,2024,11
23599496,2025,18
23599496,2026,7
23599575,2024,1
23609399,2024,1
23611476,2021,3
23612139,2023,7
23612139,2024,4
23612139,2025,1
23615078,2024,1
23615470,2026,1
23617232,2022,1
23617232,2024,1
23617232,2025,1
23617232,2026,1
23619892,2024,1
23623042,2021,2
23623042,2022,2
23623042,2023,3
23623042,2024,2
23623042,2025,4
23625935,2022,3
23625935,2023,2
23625935,2024,8
23625935,2025,4
23625935,2026,1
23631286,2023,1
23632604,2025,7
23632604,2026,3
23633328,2023,2
23633328,2024,4
23633328,2025,3
23635981,2022,1
23636331,2023,2
23636331,2024,6
23636331,2025,2
23639127,2023,3
23639127,2024,11
23639127,2025,43
23639194,2025,1
23639194,2026,1
23640329,2020,1
23640329,2022,1
23641160,2022,38
23644816,2023,1
23647666,2022,1
23647666,2024,2
23647666,2025,14
23647666,2026,1
23648257,2024,4
23648257,2025,2
23648257,2026,1
23648521,2024,2
23648595,2024,3
23648595,2025,1
23649034,2024,1
23650652,2023,1
23650652,2024,5
23651242,2024,1
23652997,2023,1
23652997,2024,1
23652997,2025,2
23654725,2023,3
23654725,2024,1
23654725,2025,2
23657981,2022,1
23657981,2023,7
23657981,2024,5
23657981,2025,17
23657981,2026,1
23659047,2023,2
23659047,2024,9
23659047,2025,5
23659047,2026,2
23659549,2024,1
23659549,2025,1
23660827,2022,3
23666645,2025,5
23666923,2022,5
23666923,2023,1
23666923,2024,2
23666923,2025,1
23668632,2023,1
23668832,2024,2
23671444,2023,3
23674782,2023,2
23676003,2023,1
23676003,2024,2
23679550,2023,1
23680159,2023,1
23680159,2024,1
23680159,2025,2
23684929,2025,3
23689016,2022,1
23689016,2024,1
23689903,2025,1
23696652,2022,1
23696652,2023,6
23696652,2024,2
23696652,2025,6
23697297,2025,1
23703595,2022,1
23703595,2023,11
23707731,2022,91
23718717,2024,5
23718717,2025,4
23721350,2024,1
23721350,2025,1
23723572,2023,3
23730916,2023,2
23731876,2022,1
23731876,2024,4
23733422,2022,1
23733422,2023,4
23738303,2023,1
23740212,2025,1
23741716,2022,4
23741716,2023,9
23741716,2024,3
23741716,2025,1
23745170,2024,1
23759104,2022,1
23760109,2023,166
23761698,2020,1
23761698,2021,1
23761698,2022,3
23761698,2023,33
23761698,2024,4
23761698,2025,12
23765114,2023,1
23765114,2024,2
23766613,2022,2
23766613,2023,1
23766613,2025,1
23771482,2023,1
23771482,2024,6
23772939,2025,1
23773979,2025,2
23776552,2022,1
23776552,2023,3
23779907,2023,4
23779907,2024,1
23779907,2025,4
23781123,2022,1
23781123,2023,9
23783255,2024,1
23783590,2024,3
23784404,2022,1
23788186,2022,1
23788186,2023,4
23788186,2024,7
23788186,2025,6
23788186,2026,2
23790878,2025,6
23790878,2026,1
23794095,2023,2
23799163,2024,2
23799871,2022,3
23802770,2025,1
23804127,2023,8
23804127,2024,1
23804127,2025,1
23804127,2026,1
23804242,2023,1
23806187,2021,1
23806187,2024,5
23806187,2025,2
23807226,2025,1
23807665,2020,1
23807665,2021,1
23807790,2023,4
23810429,2022,1
23817166,2022,2
23817166,2023,1
23817166,2024,2
23823514,2023,1
23823514,2024,1
23825389,2025,5
23825389,2026,8
23825614,2024,4
23825614,2025,3
23829685,2024,1
23832980,2022,1
23834809,2022,6
23836670,2022,1
23836670,2023,7
23836670,2024,3
23836670,2025,1
23836670,2026,2
23836982,2023,1
23842867,2022,1
23844659,2021,1
23844659,2023,1
23844659,2024,1
23845399,2024,2
23847133,2023,2
23847133,2024,1
23847133,2025,1
23847330,2023,14
23847330,2024,21
23847330,2025,32
23847330,2026,5
23852084,2022,1
23853743,2023,1
23854933,2024,4
23854933,2025,2
23856226,2021,1
23856521,2023,6
23856521,2025,4
23859805,2021,3
23859805,2022,2
23859805,2024,2
23859805,2025,4
23860023,2023,2
23860023,2024,1
23860023,2025,1
23860339,2025,2
23861656,2023,5
23861656,2024,7
23861656,2025,3
23862510,2022,1
23862510,2023,19
23862510,2024,6
23862510,2025,1
23862510,2026,1
23863655,2024,1
23865829,2023,1
23866641,2023,2
23867156,2021,12
23867156,2022,35
23867156,2023,28
23867156,2024,10
23867156,2025,17
23867156,2026,2
23868446,2023,2
23868446,2024,4
23868578,2024,1
23868648,2024,1
23868648,2025,2
23868648,2026,1
23869470,2023,1
23872667,2024,1
23873927,2021,1
23875408,2022,4
23875408,2023,1
23875408,2024,2
23875408,2025,1
23876133,2022,1
23876133,2023,4
23876435,2024,1
23876728,2023,5
23876728,2024,2
23877137,2023,2
23877137,2024,3
23877137,2025,2
23878266,2023,2
23889303,2023,6
23890283,2022,7
23890283,2023,4
23890283,2024,3
23890283,2025,12
23890283,2026,1
23891325,2023,2
23891325,2025,1
23893900,2023,4
23893900,2024,2
23894250,2022,1
23894250,2025,1
23895101,2021,1
23902756,2022,3
23902756,2023,6
23902756,2024,2
23902756,2025,2
23902807,2023,2
23902807,2024,26
23902807,2025,20
23902807,2026,2
23910238,2024,2
23910238,2025,1
23911831,2021,1
23911831,2022,1
23911831,2023,7
23911831,2024,4
23911831,2025,3
23911831,2026,3
23912556,2025,1
23913917,2022,4
23914566,2024,1
23914566,2025,2
23920217,2021,4
23920217,2023,5
23920217,2024,1
23920550,2024,1
23920550,2025,2
23921968,2021,1
23921968,2022,2
23921968,2023,1
23923338,2024,1
23923338,2025,1
23928097,2021,1
23928097,2024,1
23928097,2025,5
23928097,2026,3
23928678,2022,3
23928678,2023,1
23928678,2025,3
23935010,2024,1
23935089,2023,3
23935406,2024,2
23937255,2023,3
23937255,2024,2
23937660,2022,1
23937660,2023,1
23937660,2024,1
23937660,2026,1
23941881,2023,1
23941881,2024,1
23942251,2024,3
23942251,2025,1
23944881,2025,1
23945688,2023,3
23945688,2024,4
23945688,2025,4
23947646,2024,1
23947646,2025,1
23952918,2024,4
23952918,2025,13
23952918,2026,2
23953271,2024,1
23953271,2025,1
23954530,2024,2
23954530,2026,1
23954804,2024,1
23956761,2023,1
23956761,2024,1
23960397,2022,2
23960397,2023,5
23960397,2024,4
23960397,2025,3
23961343,2023,11
23961343,2024,13
23961343,2025,14
23961343,2026,4
23961415,2022,1
23964103,2022,4
23966056,2024,1
23966260,2023,23
23968788,2023,1
23969162,2020,4
23969162,2021,17
23969162,2022,16
23969162,2023,8
23969162,2024,27
23969162,2025,35
23969162,2026,14
23969800,2021,1
23973784,2025,1
23975324,2025,1
23975710,2022,1
23975710,2023,1
23975710,2024,3
23975710,2025,1
23975710,2026,3
23979517,2021,1
23979940,2024,1
23979940,2025,5
23981164,2023,1
23981164,2024,1
23981164,2025,3
23981164,2026,1
23986018,2023,3
23986018,2024,12
23986018,2025,5
23986018,2026,2
23990304,2024,1
23991322,2023,3
23992201,2023,1
23993494,2025,1
23995449,2022,3
23995972,2023,2
23995972,2024,1
23996009,2025,4
23996009,2026,1
23996047,2025,10
23996047,2026,8
24005307,2026,1
24006862,2022,1
24006862,2024,1
24008429,2023,1
24008429,2024,4
24008429,2025,2
24013094,2023,3
24013094,2024,2
24016792,2021,4
24016792,2022,83
24016792,2023,98
24016792,2024,92
24016792,2025,94
24018989,2018,1
24018989,2020,1
24018989,2021,4
24018989,2022,87
24018989,2023,283
24018989,2024,223
24018989,2025,433
24018989,2026,14
24019027,2020,1
24019027,2021,6
24019027,2022,7
24019027,2023,6
24019027,2024,10
24019027,2025,9
24020171,2023,3
24020171,2024,2
24020171,2025,3
24020171,2026,1
24022693,2021,44
24022693,2022,99
24022693,2023,35
24022693,2024,20
24026193,2022,3
24026193,2024,2
24026193,2025,1
24027368,2023,2
24027368,2024,1
24027368,2025,1
24030060,2025,1
24030453,2022,1
24030453,2023,14
24030453,2024,3
24030453,2025,1
24030453,2026,6
24035426,2020,1
24035426,2021,19
24035426,2022,22
24035426,2023,46
24035426,2024,23
24035426,2025,31
24035426,2026,14
24037400,2022,1
24037400,2024,1
24037400,2025,2
24038315,2022,3
24038315,2023,3
24038315,2024,2
24038315,2025,2
24038315,2026,2
24041028,2023,1
24044386,2021,2
24044386,2022,5
24044386,2023,8
24044386,2024,11
24044386,2025,6
24044386,2026,2
24046597,2022,1
24046597,2023,1
24046597,2024,1
24046597,2025,2
24047714,2026,1
24048857,2021,1
24048857,2023,14
24048857,2024,77
24048857,2025,83
24048857,2026,18
24050710,2024,1
24050710,2025,1
24050710,2026,1
24052909,2020,1
24052909,2021,10
24052909,2022,11
24052909,2023,16
24052909,2024,13
24052909,2025,9
24052909,2026,3
24053071,2025,2
24053071,2026,2
24055720,2022,5
24055720,2023,7
24055720,2024,21
24055720,2025,11
24055720,2026,3
24055807,2021,2
24058019,2022,1
24058019,2023,14
24058019,2024,20
24058019,2025,13
24058019,2026,2
24058299,2022,1
24058378,2022,1
24058378,2023,1
24058378,2025,1
24059790,2025,1
24060757,2023,1
24060757,2024,1
24060757,2025,2
24060919,2024,1
24061358,2023,2
24061358,2024,1
24062972,2023,3
24062972,2024,1
24062972,2025,1
24066442,2025,5
24066511,2024,2
24066511,2025,3
24068255,2021,1
24068255,2025,1
24071078,2022,2
24071078,2023,8
24071078,2024,2
24071078,2025,3
24072119,2023,2
24072119,2024,1
24072559,2022,1
24072600,2022,1
24072835,2023,3
24072835,2024,27
24072835,2025,7
24072835,2026,3
24073128,2023,1
24073320,2025,3
24077492,2023,2
24077492,2024,2
24077492,2025,2
24077544,2023,3
24077544,2024,8
24077544,2025,3
24079487,2023,1
24079487,2025,1
24079534,2022,3
24079534,2023,4
24079534,2024,6
24079534,2025,2
24086186,2023,2
24091851,2020,1
24091851,2023,1
24093620,2022,3
24093620,2023,1
24098109,2024,1
24098109,2025,5
24098362,2023,2
24098362,2024,2
24098362,2025,2
24101943,2024,3
24101943,2025,4
24107646,2023,3
24107646,2025,3
24108979,2025,1
24110941,2024,1
24111010,2023,1
24111015,2023,2
24111015,2025,1
24111330,2024,1
24113126,2026,1
24115023,2023,6
24118887,2024,1
24120396,2022,2
24120396,2023,12
24120396,2024,18
24120396,2025,14
24120396,2026,4
24121793,2023,1
24123759,2024,1
24125557,2023,1
24125971,2024,1
24126781,2022,1
24127403,2023,1
24127973,2024,2
24128921,2024,1
24131293,2023,2
24131293,2025,6
24132796,2022,1
24132796,2023,2
24132796,2025,3
24134272,2021,1
24134272,2023,2
24134272,2024,2
24134846,2023,3
24136505,2023,1
24137904,2023,1
24141154,2022,3
24141154,2023,2
24141154,2025,2
24141459,2024,9
24141459,2025,1
24141527,2021,1
24142959,2024,1
24143143,2023,1
24144329,2023,1
24144329,2025,1
24147249,2022,5
24147249,2023,15
24147249,2024,7
24147249,2025,1
24147626,2022,2
24147626,2025,2
24148473,2022,1
24148782,2022,2
24148782,2023,3
24148786,2022,3
24148786,2023,11
24148786,2024,6
24148786,2025,252
24148786,2026,66
24149850,2024,1
24149850,2025,2
24150120,2024,1
24150120,2025,3
24150120,2026,1
24150545,2024,2
24150545,2025,4
24150700,2023,11
24150700,2024,4
24150700,2025,1
24151351,2022,1
24151351,2023,2
24151351,2024,2
24151351,2025,2
24151351,2026,1
24151435,2023,1
24151435,2024,1
24151551,2024,1
24151551,2025,2
24152098,2022,1
24152098,2023,4
24152098,2024,7
24152098,2025,1
24152333,2020,1
24152859,2023,1
24154571,2024,1
24154571,2025,12
24155630,2022,1
24155630,2023,1
24155630,2024,2
24155630,2025,2
24163045,2022,1
24163045,2024,2
24163226,2021,2
24163226,2025,1
24164534,2022,5
24164534,2024,1
24164660,2025,2
24171585,2023,1
24171585,2024,1
24171689,2025,2
24172868,2023,1
24172868,2024,1
24172951,2023,1
24179835,2025,2
24180872,2023,1
24184273,2022,1
24186583,2025,2
24186583,2026,1
24186735,2023,1
24186735,2024,1
24186735,2025,3
24187111,2022,1
24189055,2024,1
24189949,2021,1
24189968,2025,1
24191191,2025,1
24191191,2026,2
24191394,2024,9
24192059,2024,6
24192059,2025,2
24197517,2025,4
24205587,2023,3
24205587,2024,1
24207487,2022,1
24215683,2022,1
24215683,2023,1
24220637,2023,7
24220637,2024,5
24220665,2023,5
24220665,2024,1
24220665,2025,1
24220665,2026,1
24223511,2022,1
24223511,2023,22
24223511,2024,1
24223511,2025,2
24225605,2022,4
24225605,2024,2
24225605,2025,9
24228978,2022,25
24229018,2024,1580
24229018,2025,555
24229018,2026,178
24230242,2023,2
24233324,2022,3
24234907,2023,1
24234907,2025,1
24235335,2025,11
24235335,2026,1
24235795,2023,5
24235795,2024,8
24235795,2025,5
24235795,2026,1
24239541,2022,2
24239541,2023,4
24239541,2024,11
24239541,2025,14
24239541,2026,4
24244975,2021,1
24244975,2023,4
24244975,2024,4
24244975,2025,4
24244975,2026,1
24249567,2026,1
24250544,2021,1
24252157,2024,4
24253308,2023,1
24256711,2023,1
24256773,2025,1
24256786,2023,1
24256786,2025,1
24257576,2024,4
24258252,2025,1
24259382,2024,1
24261557,2023,2
24261557,2025,1
24264574,2024,1
24264574,2026,3
24268126,2021,3
24268126,2022,2
24268126,2024,4
24268126,2025,2
24277357,2022,1
24280608,2024,1
24280608,2025,5
24286476,2023,1
24289257,2022,3
24289257,2023,3
24289257,2024,3
24294504,2023,1
24300046,2024,1
24300143,2022,1
24302670,2023,1
24303556,2023,1
24306343,2023,4
24306343,2024,2
24306343,2025,4
24309269,2023,2
24309269,2025,3
24314340,2022,6
24314340,2023,27
24314340,2024,12
24314340,2025,7
24314340,2026,4
24314922,2020,1
24314922,2021,6
24314922,2022,16
24314922,2023,4
24314922,2024,6
24314922,2025,16
24314922,2026,8
24318506,2021,1
24320363,2022,1
24322036,2022,1
24322036,2023,1
24324321,2023,3
24324321,2024,3
24324484,2022,2
24324484,2023,1
24326113,2021,9
24326113,2022,10
24326113,2023,16
24326113,2024,12
24326113,2025,11
24326113,2026,3
24326377,2024,1
24328231,2024,1
24328231,2025,2
24329547,2022,4
24329547,2023,1
24329547,2025,2
24329704,2024,6
24332249,2021,1
24332344,2024,1
24332344,2025,1
24332344,2026,1
24332651,2023,1
24332651,2024,1
24332651,2025,4
24349772,2020,1
24349772,2021,4
24349772,2025,3
24349825,2022,1
24349825,2023,12
24349825,2024,4
24350955,2023,3
24350955,2025,3
24350955,2026,1
24356057,2023,4
24356057,2025,2
24356157,2022,1
24356157,2023,5
24356157,2024,2
24356157,2025,2
24356178,2023,2
24356702,2023,1
24359519,2021,3
24359519,2022,18
24359519,2023,4
24359519,2025,1
24367730,2023,1
24367730,2024,5
24367730,2025,4
24368970,2026,2
24369721,2021,2
24372242,2020,2
24372242,2021,7
24372242,2022,3
24372242,2024,3
24374744,2024,1
24378062,2025,2
24378062,2026,1
24378300,2024,8
24378300,2025,12
24378300,2026,5
24378997,2025,3
24381608,2023,3
24381850,2022,1
24385108,2023,6
24385108,2024,11
24385108,2025,26
24385108,2026,15
24386819,2023,6
24386819,2024,6
24386819,2026,1
24389341,2022,1
24389341,2023,5
24389341,2024,2
24389341,2025,1
24389389,2023,4
24389389,2024,4
24389389,2025,3
24391410,2022,5
24391410,2024,13
24391410,2025,15
24391410,2026,2
24400597,2024,1
24400683,2024,1
24400683,2025,1
24401425,2025,39
24402272,2025,1
24402771,2022,3
24402771,2023,2
24402771,2024,2
24402771,2025,2
24408108,2022,1
24408108,2023,1
24409055,2024,1
24409481,2023,15
24409481,2024,13
24409481,2025,2
24410100,2025,1
24411616,2024,3
24411616,2025,1
24411616,2026,1
24412965,2024,3
24414718,2026,2
24419100,2022,2
24419100,2023,4
24419100,2024,2
24420761,2024,1
24422670,2024,8
24422670,2025,1
24423155,2021,5
24423155,2022,1
24423155,2023,6
24423155,2024,8
24423155,2025,6
24423155,2026,1
24425845,2025,3
24425845,2026,1
24427862,2022,3
24427862,2023,13
24427862,2024,31
24427862,2025,17
24431806,2021,1
24433552,2022,1
24433552,2023,1
24433552,2024,3
24433552,2025,1
24433552,2026,2
24434692,2024,1
24434692,2025,23
24434857,2022,2
24435020,2022,1
24435020,2024,7
24435020,2025,2
24435095,2024,8
24435095,2025,2
24436175,2022,2
24436175,2023,15
24436175,2024,9
24436175,2025,1
24436626,2022,2
24436626,2023,3
24436626,2024,1
24436626,2025,5
24436626,2026,1
24439560,2021,2
24445462,2021,1
24445462,2022,5
24445462,2023,4
24445462,2024,3
24446568,2023,1
24446568,2024,2
24447407,2022,1
24451133,2022,1
24451133,2023,2
24451133,2025,1
24460970,2024,7
24460970,2025,4
24461388,2021,1
24465028,2020,1
24465028,2021,8
24465028,2022,12
24465028,2023,1
24465028,2024,3
24465028,2025,4
24466535,2023,1
24466535,2025,3
24466714,2023,2
24470314,2023,1
24470314,2024,2
24470314,2025,1
24473913,2023,2
24473913,2024,1
24473913,2025,1
24473913,2026,1
24474025,2022,4
24474025,2023,33
24474025,2024,31
24474025,2025,23
24474025,2026,4
24474927,2023,2
24474927,2024,1
24474927,2025,3
24475688,2024,1
24475755,2024,3
24475755,2025,2
24482259,2023,4
24482259,2025,2
24485222,2022,1
24485222,2023,1
24485222,2024,2
24485222,2025,1
24487483,2023,1
24488106,2025,1
24488106,2026,1
24488109,2022,1
24488109,2023,3
24488109,2025,5
24490283,2025,3
24490283,2026,1
24491300,2023,6
24491300,2024,2
24491300,2025,2
24491300,2026,1
24491875,2023,1
24491875,2026,1
24492588,2022,1
24492588,2023,7
24492588,2024,2
24494037,2024,5
24496335,2023,3
24496335,2024,1
24498611,2023,4
